code,date,open,close,diff,rate
KOSPI,20131213,1963.04,1962.91,-5.02,-0.26
KOSPI,20131212,1966.44,1967.93,-10.04,-0.51
KOSPI,20131211,1987.22,1977.97,-15.48,-0.78
KOSPI,20131210,2000.03,1993.45,-6.93,-0.35
KOSPI,20131209,2000.52,2000.38,19.97,1.01
KOSPI,20131206,1982.99,1980.41,-4.36,-0.22
KOSPI,20131205,1993.73,1984.77,-2.03,-0.1
KOSPI,20131204,1998.69,1986.8,-22.56,-1.12
KOSPI,20131203,2023.62,2009.36,-21.42,-1.05
KOSPI,20131202,2050.45,2030.78,-14.09,-0.69
KOSPI,20131129,2044.85,2044.87,-0.9,-0.04
KOSPI,20131128,2039.73,2045.77,16.96,0.84
KOSPI,20131127,2016.28,2028.81,6.17,0.31
KOSPI,20131126,2008.19,2022.64,6.66,0.33
KOSPI,20131125,2020.0,2015.98,9.75,0.49
KOSPI,20131122,2002.15,2006.23,12.45,0.62
KOSPI,20131121,2013.71,1993.78,-23.46,-1.16
KOSPI,20131120,2028.34,2017.24,-14.4,-0.71
KOSPI,20131119,2009.95,2031.64,20.83,1.04
KOSPI,20131118,2014.24,2010.81,5.17,0.26
KOSPI,20131115,1980.99,2005.64,38.08,1.94
KOSPI,20131114,1980.2,1967.56,4.0,0.2
KOSPI,20131113,1993.16,1963.56,-31.92,-1.6
KOSPI,20131112,1983.94,1995.48,18.18,0.92
KOSPI,20131111,1995.86,1977.3,-7.57,-0.38
KOSPI,20131108,1987.21,1984.87,-19.17,-0.96
KOSPI,20131107,2014.85,2004.04,-9.63,-0.48
KOSPI,20131106,2015.32,2013.67,-0.26,-0.01
KOSPI,20131105,2027.62,2013.93,-11.24,-0.56
KOSPI,20131104,2035.08,2025.17,-14.25,-0.7
KOSPI,20131101,2037.25,2039.42,9.33,0.46
KOSPI,20131031,2050.96,2030.09,-29.49,-1.43
KOSPI,20131030,2055.0,2059.58,7.82,0.38
KOSPI,20131029,2046.67,2051.76,3.62,0.18
KOSPI,20131028,2037.28,2048.14,13.75,0.68
KOSPI,20131025,2047.46,2034.39,-12.3,-0.6
KOSPI,20131024,2034.96,2046.69,10.94,0.54
KOSPI,20131023,2062.81,2035.75,-20.37,-0.99
KOSPI,20131022,2051.01,2056.12,3.11,0.15
